"Station","Date_UTC","Wavelet","Data.D1","Data.D2","Data.D3","Data.D4","Data.D5","Data.D6","Data.D7","Data.D8","Data.D9","Data.D10","Data.S10"
"FRN","2003-10-29T03:46:00","dBN",-0.340966796875248,0.307111674547871,-0.22358967850472,-0.792268551601681,2.25637698929687,-4.01358735668715,15.7547099881042,-30.5232078610838,18.8431112985433,-8.09954913266739,-5.0681405729637
"FRN","2003-10-29T03:47:00","dBN",-0.0142822265624579,0.144223392009978,-0.443835530258877,-1.00461408354166,1.7186225509076,-4.18972546971333,15.7066039183527,-30.8783062126611,19.2541811769771,-8.00960402674091,-5.18326348866256
"FRN","2003-10-29T03:48:00","dBN",0.410253906250141,-0.190765142441267,-0.562352519411764,-1.12204275400707,1.15724971329152,-4.36540478822313,15.6530592435963,-31.2261247010122,19.6643482455383,-7.9193482278588,-5.29887297561788
"FRN","2003-10-29T03:49:00","dBN",-0.31689453125001,-0.77331113815416,-0.46610656723557,-1.14646991627444,0.585138025028067,-4.53958352718718,15.5938027024007,-31.5663955445516,20.0735724320271,-7.8287832896384,-5.41496864506248
"FRN","2003-10-29T03:50:00","dBN",0.17465820312491,-0.765285658837161,-0.16650915799716,-1.08878084397366,0.0150395901535058,-4.7111515512098,15.5285272518134,-31.8988507117611,20.4818137455673,-7.7379107621302,-5.53155010464861
"FRN","2003-10-29T03:51:00","dBN",-0.630346679687669,0.301481014490602,0.189572927351605,-0.968256352944531,-0.540857688682777,-4.87894753534463,15.4568932779731,-32.2232221013854,20.8890322887876,-7.64673219201395,-5.6486169584418
"FRN","2003-10-29T03:52:00","dBN",0.837255859375297,1.25190811753415,0.421188006879447,-0.810510263556536,-1.07113368596361,-5.04176603848457,15.3785294348736,-32.5392417706967,21.2951882701639,-7.55524912312923,-5.766168806893
"FRN","2003-10-29T03:53:00","dBN",-0.191259765624992,0.779853320122657,0.416798305832117,-0.640664380238598,-1.56533936270118,-5.1983532343146,15.2930336545715,-32.8466422083294,21.7002420149747,-7.46346309737833,-5.8842052468129
"FRN","2003-10-29T03:54:00","dBN",-0.161523437500158,-0.506491100788593,0.223671555619782,-0.478875857479021,-2.0142454222178,-5.3474068928368,15.1999755324483,-33.1451568224485,22.104153972456,-7.3713756557984,-6.00272587135638
"FRN","2003-10-29T03:55:00","dBN",-0.0573486328125071,-0.983932065964888,0.00975238970134534,-0.341317740119295,-2.41010995867084,-5.4875875083743,15.0988977693842,-33.4345203622883,22.5068847186251,-7.27898833938777,-6.12173026999584
"FRN","2003-10-29T03:56:00","dBN",-0.129296875000032,-0.359470653534561,-0.0638956608221859,-0.238552253778517,-2.74697508633897,-5.61753198552562,14.9893174061723,-33.7144691295043,22.9083949566167,-7.18630268968012,-6.24121802850803
"FRN","2003-10-29T03:57:00","dBN",0.502441406250204,0.229479616880593,0.0587207244856309,-0.174126100042167,-3.02076915161783,-5.73586802976424,14.8707260389119,-33.9847410411436,23.3086455139915,-7.09332024887208,-6.36118872898274
"FRN","2003-10-29T03:58:00","dBN",-0.283593750000044,0.194819283485846,0.280899594774103,-0.145220407284746,-3.22910359624914,-5.84122647375077,14.7425880884223,-34.2450755680299,23.7075973382033,-7.00004255965057,-6.48164194982354
"FRN","2003-10-29T03:59:00","dBN",-0.144653320312737,0.162906771898622,0.420541796714537,-0.140852208012298,-3.37098690562,-5.93224605873218,14.6043406379235,-34.4952137807138,24.105211497906,-6.90647116520579,-6.60257726574979
"FRN","2003-10-29T04:00:00","dBN",-0.0179687499998892,0.391668123007127,0.338970021691472,-0.143839927514839,-3.44658763305791,-6.00758559204321,14.455395090408,-34.7348986594414,24.5014491841319,-6.81260760928223,-6.72399424780344
"FRN","2003-10-29T04:01:00","dBN",0.553955078125266,0.221022069454276,0.0231032221068235,-0.138215766294118,-3.45710254094816,-6.06595203330038,14.2951396040068,-34.9638754445775,24.8962717113162,-6.71845343644421,-6.84589246335024
"FRN","2003-10-29T04:02:00","dBN",-0.508154296875249,-0.302884411812105,-0.403246073342499,-0.113194842722028,-3.40480197701496,-6.10612818291511,14.1229427828663,-35.1818918460363,25.2896405165935,-6.62401019254166,-6.96827147610689
"FRN","2003-10-29T04:03:00","dBN",-0.154174804687685,-0.330145627260487,-0.743331978559911,-0.0628582415009593,-3.29306280814158,-6.12699315948303,13.9381580099007,-35.3886982739157,25.6815171552562,-6.52927942532552,-7.09113084618965
"FRN","2003-10-29T04:04:00","dBN",0.411767578125357,-0.0148650527001213,-0.834782160012082,0.012504886526394,-3.12629665194133,-6.12753771403333,13.7401266915147,-35.5840480579287,26.0718632962871,-6.43426268558984,-7.21447013015513
"FRN","2003-10-29T04:05:00","dBN",0.100585937499992,-0.102878361940523,-0.632113540772943,0.107226471372169,-2.90982548611557,-6.1068701045153,13.5281825858081,-35.7676978064198,26.4606407150231,-6.33896152879935,-7.33828888104694
"FRN","2003-10-29T04:06:00","dBN",-0.545263671875307,-0.245240098238131,-0.211854627171365,0.212172833523767,-2.64969297290689,-6.06421846015504,13.3016579680731,-35.9394080940744,26.8478112882488,-6.24337751688963,-7.46258664844165
"FRN","2003-10-29T04:07:00","dBN",0.288305664062662,0.123102927208164,0.267860896735919,0.312779655088093,-2.35251351123156,-5.9989406709353,13.059887215649,-36.0989439674395,27.2333369893213,-6.14751221987805,-7.58736297848578
"FRN","2003-10-29T04:08:00","dBN",0.128076171875122,0.475329035520977,0.632489843182869,0.390638441519679,-2.02532777043624,-5.9105355420618,12.8022097241427,-36.2460751519283,27.6171798792401,-6.05136721700551,-7.71261741395383
"FRN","2003-10-29T04:09:00","dBN",-0.122216796875168,0.238177210092689,0.77506985661274,0.429624827315569,-1.67541738590115,-5.79864172389077,12.5279716711767,-36.380576163859,27.9993020969955,-5.95494409725792,-7.83834949431378
"FRN","2003-10-29T04:10:00","dBN",0.00844726562510629,-0.223272866010901,0.67785448286106,0.418989613444079,-1.31014742973841,-5.66303142599901,12.2365239882124,-36.5022262617441,28.3796658488402,-5.85824445961952,-7.96455875577559
"FRN","2003-10-29T04:11:00","dBN",0.0477050781249604,-0.28052689433125,0.396823731174462,0.354253579245094,-0.936776378219784,-5.50360940770066,11.9272209276858,-36.6108093928047,28.7582334015551,-5.76126991328902,-8.0912447313453
"FRN","2003-10-29T04:12:00","dBN",-0.33725585937514,0.0865960240364451,0.0485681157850386,0.238934313863067,-0.562270971362046,-5.32041581513308,11.599420486645,-36.7061143476207,29.1349670817067,-5.66402207757239,-8.21840695087846
"FRN","2003-10-29T04:13:00","dBN",0.560888671875244,0.251319956779713,-0.250200433517302,0.0830385660892128,-0.193239315551867,-5.11364010573981,11.2524858197135,-36.7879349188913,29.5098292821511,-5.56650258170212,-8.34604494111175
"FRN","2003-10-29T04:14:00","dBN",-0.224829101562527,-0.108884906768796,-0.41691047763375,-0.099407110873172,0.164045128530551,-4.88364352703953,10.885788721689,-36.8560699059729,29.8827824701772,-5.46871306474726,-8.47415822570507
"FRN","2003-10-29T04:15:00","dBN",-0.186669921875201,-0.358207684755562,-0.407292525369073,-0.289224952045569,0.503581332071225,-4.63096448276575,10.498713762805,-36.9103232169889,30.2537891899023,-5.37065517559166,-8.60274632529336
"FRN","2003-10-29T04:16:00","dBN",0.0131835937500622,-0.0244411289692747,-0.24777324780923,-0.463056040647402,0.819561810616493,-4.35630403251463,10.0906602943984,-36.9505039811691,30.62281206328,-5.27233057332606,-8.73180875751508
"FRN","2003-10-29T04:17:00","dBN",0.276098632812634,0.253105854988184,-0.0171894267143601,-0.597237416109302,1.1063868382063,-4.06050989963771,9.66104423588874,-36.9764266440579,30.9898137897406,-5.1737409279773,-8.86134503704501
"FRN","2003-10-29T04:18:00","dBN",-0.0286865234374828,-0.0101240932941877,0.184962892481761,-0.670310466389413,1.35881391141288,-3.7445600235857,9.20930098527196,-36.9879112325973,31.3547571470019,-5.07488792114242,-8.99135467562691
"FRN","2003-10-29T04:19:00","dBN",-0.270556640625208,-0.157240831851995,0.260659012858206,-0.66558143650801,1.57216776215815,-3.40954588172402,8.73488701696286,-36.9847835644667,31.7176049918498,-4.97577324647886,-9.12183718207884
